20140203,2401,찹쌀,1KG,3200,112
20140203,2401,시금치,1KG,3000,213
20140203,2401,감자,1KG,2000,152
20140203,2401,당근,1KG,3000,232
20140203,2401,토마토,1KG,5000,225
20140203,2401,파,1KG,3000,246
20140203,2401,파,1KG,2000,246
20140203,2401,양파,1KG,1500,245
20140203,2401,마늘,1KG,5000,244
20140203,2401,방울토마토,1KG,6000,422
20140203,2401,미나리,1KG,5000,252
20140203,2401,생강,1KG,5000,247
20140203,2401,고구마,1KG,3000,151
20140203,2401,녹두,1KG,10000,143
20140203,2401,감자,1KG,2000,152
20140203,2401,콩,1KG,6000,141
20140203,2401,팥(적두),1KG,8000,142
20140203,2401,바나나,1KG,1700,418
20140203,2401,파,1KG,2500,246
20140203,2401,파,1KG,1250,246
20140203,2401,양파,1KG,850,245
20140203,2401,딸기,1KG,12000,226
20140203,2401,배추,1KG,400,211
20140203,2404,고구마,1KG,4500,151
20140203,2404,방울토마토,1KG,8000,422
20140203,2404,생강,1KG,9000,247
20140203,2404,파,1KG,6500,246
20140203,2404,파,1KG,2140,246
20140203,2404,양파,1KG,2000,245
20140203,2404,마늘,1KG,6250,244
20140203,2404,토마토,1KG,6000,225
20140203,2404,당근,1KG,3000,232
20140203,2404,당근,1KG,2500,232
20140203,2404,시금치,1KG,4070,213
20140203,2404,감자,1KG,3500,152
20140203,2404,찹쌀,1KG,4950,112
20140203,2404,팥(적두),1KG,19800,142
20140203,2404,콩,1KG,13160,141
20140203,2404,방울토마토,1KG,7900,422
20140203,2404,토마토,1KG,7900,225
20140203,2404,생강,1KG,10670,247
20140203,2404,파,1KG,2120,246
20140203,2404,양파,1KG,2120,245
20140203,2404,마늘,1KG,7270,244
20140203,2404,당근,1KG,1980,232
20140203,2404,감자,1KG,3980,152
20140203,2404,고구마,1KG,2980,151
20140203,2404,팥(적두),1KG,19800,142
20140203,2404,찹쌀,1KG,5200,112
20140203,2404,콩,1KG,11800,141
20140203,3604,방울토마토,1KG,8000,422
20140203,3604,생강,1KG,9000,247
20140203,3604,파,1KG,8130,246
20140203,3604,파,1KG,2140,246
20140203,3604,양파,1KG,2000,245
20140203,3604,마늘,1KG,6250,244
20140203,3604,당근,1KG,3000,232
20140203,3604,당근,1KG,2500,232
20140203,3604,토마토,1KG,6000,225
20140203,3604,시금치,1KG,4230,213
20140203,3604,감자,1KG,3500,152
20140203,3604,고구마,1KG,4500,151
20140203,3604,찹쌀,1KG,4950,112
20140203,3604,팥(적두),1KG,19800,142
20140203,3604,콩,1KG,13160,141
20140203,3611,갈치,1KG,3372,613
20140203,3611,넙치,1KG,4632,647
20140203,3611,가자미,1KG,3118,628
20140203,3611,조기,1KG,4741,614
20140203,3611,병어,1KG,25098,625
20140203,3611,물오징어,1KG,2416,619
20140204,2401,콩,1KG,6000,141
20140204,2401,녹두,1KG,10000,143
20140204,2401,팥(적두),1KG,8000,142
20140204,2401,방울토마토,1KG,6000,422
20140204,2401,미나리,1KG,5000,252
20140204,2401,생강,1KG,5000,247
20140204,2401,파,1KG,3000,246
20140204,2401,파,1KG,2000,246
20140204,2401,양파,1KG,1500,245
20140204,2401,마늘,1KG,5000,244
20140204,2401,당근,1KG,3000,232
20140204,2401,토마토,1KG,5000,225
20140204,2401,시금치,1KG,3000,213
20140204,2401,감자,1KG,2000,152
20140204,2401,고구마,1KG,3000,151
20140204,2401,감자,1KG,2000,152
20140204,2401,찹쌀,1KG,3200,112
20140204,2401,바나나,1KG,1700,418
20140204,2401,파,1KG,2500,246
20140204,2401,파,1KG,1250,246
20140204,2401,양파,1KG,850,245
20140204,2401,딸기,1KG,10000,226
20140204,2401,배추,1KG,400,211
20140204,2404,방울토마토,1KG,8000,422
20140204,2404,생강,1KG,9000,247
20140204,2404,시금치,1KG,4070,213
20140204,2404,파,1KG,6500,246
20140204,2404,파,1KG,2140,246
20140204,2404,양파,1KG,2000,245
